ISZ|SIANo|SUNo|SumOfNoPiece|ChroTPer
Karkotis||SU1020|3.00|OTTMODII
Karkotis||SU1021|16.00|HIS
Karkotis||SU1021|5.00|LR
Karkotis||SU1021|2.00|OTTMODII
Karkotis||SU1022|5.00|ER
Karkotis||SU1022|3.00|GAC
Karkotis||SU1022|12.00|HA
Karkotis||SU1022|10.00|HEL
Karkotis||SU1022|62.00|HIS
Karkotis||SU1022|7.00|HR
Karkotis||SU1022|7.00|LHER
Karkotis||SU1022|1.00|LR
Karkotis||SU1022|2.00|MEDVOTT
Karkotis||SU1022|3.00|OTTMODII
Karkotis||SU1022|2.00|PeB
Karkotis||SU1022|11.00|RM
Karkotis||SU1022|15.00|ROM
Karkotis||SU1022|1.00|UN
Karkotis||SU1023|1.00|ER
Karkotis||SU1023|4.00|HA
Karkotis||SU1023|5.00|HEL
Karkotis||SU1023|57.00|HIS
Karkotis||SU1023|1.00|HR
Karkotis||SU1023|4.00|LHER
Karkotis||SU1023|10.00|LR
Karkotis||SU1023|1.00|MR
Karkotis||SU1023|5.00|OTTMODII
Karkotis||SU1023|5.00|RM
Karkotis||SU1023|11.00|ROM
Karkotis||SU1024|2.00|CLH
Karkotis||SU1024|4.00|ER
Karkotis||SU1024|1.00|GAC
Karkotis||SU1024|6.00|HA
Karkotis||SU1024|3.00|HEL
Karkotis||SU1024|68.00|HIS
Karkotis||SU1024|8.00|HR
Karkotis||SU1024|6.00|LHER
Karkotis||SU1024|3.00|LR
Karkotis||SU1024|1.00|MEDF
Karkotis||SU1024|2.00|MEDVOTT
Karkotis||SU1024|1.00|MM
Karkotis||SU1024|8.00|OTTMODII
Karkotis||SU1024|1.00|PeB
Karkotis||SU1024|27.00|ROM
Karkotis||SU1024|1.00|UN
Karkotis||SU1025|1.00|GAC
Karkotis||SU1025|13.00|HA
Karkotis||SU1025|42.00|HIS
Karkotis||SU1025|1.00|HR
Karkotis||SU1025|1.00|LHER
Karkotis||SU1025|2.00|LR
Karkotis||SU1025|1.00|OTT
Karkotis||SU1025|6.00|OTTMODII
Karkotis||SU1025|7.00|ROM
Karkotis||SU1026|1.00|CLH
Karkotis||SU1026|1.00|GAC
Karkotis||SU1026|1.00|HA
Karkotis||SU1026|45.00|HIS
Karkotis||SU1026|1.00|HR
Karkotis||SU1026|5.00|LHER
Karkotis||SU1026|1.00|MEDF
Karkotis||SU1026|5.00|MOD
Karkotis||SU1026|1.00|OTT
Karkotis||SU1026|8.00|OTTMODII
Karkotis||SU1026|1.00|RM
Karkotis||SU1026|1.00|ROM
Karkotis||SU1026|1.00|UN
Karkotis||SU1027|1.00|HA
Karkotis||SU1027|18.00|HIS
Karkotis||SU1027|3.00|MED
Karkotis||SU1027|7.00|MM
Karkotis||SU1027|1.00|MOD
Karkotis||SU1027|7.00|OTTMODII
Karkotis||SU1027|1.00|PeB
Karkotis||SU1027|1.00|UN
Karkotis||SU1028|14.00|HIS
Karkotis||SU1028|4.00|MEDVOTT
Karkotis||SU1028|19.00|MM
Karkotis||SU1028|5.00|OTTMODII
Karkotis||SU1029|3.00|GAC
Karkotis||SU1029|1.00|HEL
Karkotis||SU1029|31.00|HIS
Karkotis||SU1029|2.00|HR
Karkotis||SU1029|1.00|LHER
Karkotis||SU1029|2.00|LR
Karkotis||SU1029|1.00|MEDVOTT
Karkotis||SU1029|4.00|MOD
Karkotis||SU1029|5.00|OTTMODII
Karkotis||SU1029|4.00|PeB
Karkotis||SU1029|1.00|ROM
Karkotis||SU1029|1.00|UN
Karkotis||SU1030|1.00|CLH
Karkotis||SU1030|2.00|GAC
Karkotis||SU1030|1.00|HEL
Karkotis||SU1030|42.00|HIS
Karkotis||SU1030|1.00|LHER
Karkotis||SU1030|29.00|MM
Karkotis||SU1030|5.00|RM
Karkotis||SU1031|2.00|GAC
Karkotis||SU1031|2.00|HA
Karkotis||SU1031|1.00|HEL
Karkotis||SU1031|28.00|HIS
Karkotis||SU1031|4.00|MM
Karkotis||SU1031|2.00|OTT
Karkotis||SU1031|1.00|PeB
Karkotis||SU1032|2.00|GAC
Karkotis||SU1032|1.00|HA
Karkotis||SU1032|3.00|HEL
Karkotis||SU1032|27.00|HIS
Karkotis||SU1032|1.00|LHER
Karkotis||SU1032|2.00|MOD
Karkotis||SU1032|4.00|OTTMODII
Karkotis||SU1032|2.00|RM
Karkotis||SU1032|6.00|ROM
Karkotis||SU1033|2.00|HIS
Karkotis||SU1033|1.00|LHER
Karkotis||SU1033|3.00|MOD
Karkotis||SU1033|2.00|OTTMODII
Karkotis||SU1033|1.00|ROM
Karkotis||SU1034|1.00|GAC
Karkotis||SU1034|2.00|HA
Karkotis||SU1034|2.00|HEL
Karkotis||SU1034|24.00|HIS
Karkotis||SU1034|2.00|HR
Karkotis||SU1034|1.00|LHER
Karkotis||SU1034|1.00|MM
Karkotis||SU1034|8.00|OTTMODII
Karkotis||SU1034|1.00|RM
Karkotis||SU1034|9.00|ROM
Karkotis||SU1035|1.00|ER
Karkotis||SU1035|2.00|HA
Karkotis||SU1035|1.00|HEL
Karkotis||SU1035|27.00|HIS
Karkotis||SU1035|1.00|HR
Karkotis||SU1035|4.00|LHER
Karkotis||SU1035|3.00|LR
Karkotis||SU1035|4.00|MM
Karkotis||SU1035|3.00|MOD
Karkotis||SU1035|4.00|OTT
Karkotis||SU1035|8.00|OTTMODII
Karkotis||SU1035|1.00|RM
Karkotis||SU1035|9.00|ROM
Karkotis||SU1036|1.00|BA
Karkotis||SU1036|1.00|BYZ
Karkotis||SU1036|1.00|HEL
Karkotis||SU1036|42.00|HIS
Karkotis||SU1036|2.00|HR
Karkotis||SU1036|1.00|LHER
Karkotis||SU1036|1.00|LR
Karkotis||SU1036|1.00|MED
Karkotis||SU1036|7.00|MOD
Karkotis||SU1036|2.00|OTTMODII
Karkotis||SU1036|2.00|RM
Karkotis||SU1036|11.00|ROM
Karkotis||SU1037|3.00|HA
Karkotis||SU1037|18.00|HIS
Karkotis||SU1037|2.00|HR
Karkotis||SU1037|3.00|LR
Karkotis||SU1037|3.00|MEDVOTT
Karkotis||SU1037|4.00|MM
Karkotis||SU1037|6.00|MOD
Karkotis||SU1037|5.00|OTT
Karkotis||SU1037|14.00|OTTMODII
Karkotis||SU1037|3.00|ROM
Karkotis||SU1038|1.00|BA
Karkotis||SU1038|1.00|BYZ
Karkotis||SU1038|1.00|HA
Karkotis||SU1038|1.00|HEL
Karkotis||SU1038|23.00|HIS
Karkotis||SU1038|5.00|HR
Karkotis||SU1038|5.00|LR
Karkotis||SU1038|3.00|MED
Karkotis||SU1038|2.00|MEDB
Karkotis||SU1038|3.00|MEDF
Karkotis||SU1038|3.00|MEDVOTT
Karkotis||SU1038|26.00|MM
Karkotis||SU1038|2.00|OTT
Karkotis||SU1038|12.00|OTTMODII
Karkotis||SU1038|1.00|PeB
Karkotis||SU1038|1.00|ROM
Karkotis||SU1039|4.00|BA
Karkotis||SU1039|4.00|HA
Karkotis||SU1039|2.00|HEL
Karkotis||SU1039|40.00|HIS
Karkotis||SU1039|1.00|HR
Karkotis||SU1039|1.00|LHER
Karkotis||SU1039|2.00|LR
Karkotis||SU1039|4.00|MED
Karkotis||SU1039|3.00|MEDF
Karkotis||SU1039|4.00|MEDVOTT
Karkotis||SU1039|24.00|MM
Karkotis||SU1039|3.00|MOD
Karkotis||SU1039|1.00|OTT
Karkotis||SU1039|1.00|OTTMODI
Karkotis||SU1039|23.00|OTTMODII
Karkotis||SU1039|3.00|PeB
Karkotis||SU1039|1.00|PoB
Karkotis||SU1039|8.00|ROM
Karkotis||SU1040|2.00|BA
Karkotis||SU1040|2.00|GAC
Karkotis||SU1040|1.00|HA
Karkotis||SU1040|37.00|HIS
Karkotis||SU1040|2.00|HR
Karkotis||SU1040|2.00|LR
Karkotis||SU1040|1.00|MEDB
Karkotis||SU1040|1.00|MEDF
Karkotis||SU1040|3.00|MM
Karkotis||SU1040|8.00|MOD
Karkotis||SU1040|1.00|OTT
Karkotis||SU1040|5.00|OTTMODII
Karkotis||SU1040|1.00|PoB
Karkotis||SU1040|5.00|ROM
Karkotis||SU1040|1.00|UN
Karkotis||SU1041|26.00|HIS
Karkotis||SU1041|3.00|LR
Karkotis||SU1041|3.00|MM
Karkotis||SU1041|1.00|MOD
Karkotis||SU1041|4.00|OTTMODII
Karkotis||SU1041|3.00|ROM
Karkotis||SU1042|8.00|BA
Karkotis||SU1042|58.00|HIS
Karkotis||SU1042|2.00|HR
Karkotis||SU1042|4.00|LR
Karkotis||SU1042|1.00|MEDF
Karkotis||SU1042|3.00|MM
Karkotis||SU1042|5.00|MOD
Karkotis||SU1042|1.00|OTT
Karkotis||SU1042|7.00|OTTMODII
Karkotis||SU1042|8.00|ROM
Karkotis||SU1043|1.00|ER
Karkotis||SU1043|59.00|HIS
Karkotis||SU1043|1.00|HR
Karkotis||SU1043|3.00|LR
Karkotis||SU1043|2.00|MOD
Karkotis||SU1043|10.00|OTTMODII
Karkotis||SU1043|1.00|RM
Karkotis||SU1044|2.00|BA
Karkotis||SU1044|1.00|ER
Karkotis||SU1044|49.00|HIS
Karkotis||SU1044|1.00|HR
Karkotis||SU1044|4.00|LR
Karkotis||SU1044|2.00|MEDB
Karkotis||SU1044|2.00|MEDF
Karkotis||SU1044|3.00|MEDVOTT
Karkotis||SU1044|17.00|MM
Karkotis||SU1044|2.00|MOD
Karkotis||SU1044|1.00|OTTMODI
Karkotis||SU1044|8.00|OTTMODII
Karkotis||SU1044|3.00|RM
Karkotis||SU1044|6.00|ROM
Karkotis||SU1045|3.00|BA
Karkotis||SU1045|1.00|GAC
Karkotis||SU1045|31.00|HIS
Karkotis||SU1045|1.00|LHER
Karkotis||SU1045|2.00|OTTMODII
Karkotis||SU1045|2.00|ROM
Karkotis||SU1046|1.00|HA
Karkotis||SU1046|33.00|HIS
Karkotis||SU1046|2.00|LHER
Karkotis||SU1046|3.00|LR
Karkotis||SU1046|2.00|MM
Karkotis||SU1046|10.00|MOD
Karkotis||SU1046|24.00|OTTMODII
Karkotis||SU1046|1.00|RM
Karkotis||SU1046|3.00|ROM
Karkotis||SU1046|1.00|UN
Karkotis||SU1047|1.00|HA
Karkotis||SU1047|2.00|HEL
Karkotis||SU1047|24.00|HIS
Karkotis||SU1047|1.00|LHER
Karkotis||SU1047|2.00|MEDVOTT
Karkotis||SU1047|3.00|MM
Karkotis||SU1047|1.00|MOD
Karkotis||SU1047|3.00|OTTMODII
Karkotis||SU1047|1.00|PoB
Karkotis||SU1047|4.00|RM
Karkotis||SU1048|1.00|CLH
Karkotis||SU1048|1.00|GAC
Karkotis||SU1048|32.00|HIS
Karkotis||SU1048|3.00|HR
Karkotis||SU1048|2.00|LHER
Karkotis||SU1048|5.00|LR
Karkotis||SU1048|1.00|MOD
Karkotis||SU1048|5.00|OTTMODII
Karkotis||SU1048|3.00|RM
Karkotis||SU1048|4.00|ROM
Karkotis||SU1048|1.00|UN
Karkotis||SU1049|1.00|BA
Karkotis||SU1049|1.00|HA
Karkotis||SU1049|1.00|HEL
Karkotis||SU1049|28.00|HIS
Karkotis||SU1049|1.00|HR
Karkotis||SU1049|2.00|LHER
Karkotis||SU1049|4.00|MM
Karkotis||SU1049|1.00|MOD
Karkotis||SU1049|1.00|OTT
Karkotis||SU1049|5.00|OTTMODII
Karkotis||SU1049|1.00|PeB
Karkotis||SU1049|6.00|ROM
Karkotis||SU1050|1.00|CLH
Karkotis||SU1050|1.00|ER
Karkotis||SU1050|1.00|HA
Karkotis||SU1050|2.00|HEL
Karkotis||SU1050|34.00|HIS
Karkotis||SU1050|2.00|HR
Karkotis||SU1050|1.00|LR
Karkotis||SU1050|5.00|MM
Karkotis||SU1050|1.00|MOD
Karkotis||SU1050|2.00|OTTMODII
Karkotis||SU1050|3.00|ROM
Karkotis||SU1051|1.00|GAC
Karkotis||SU1051|13.00|HIS
Karkotis||SU1051|1.00|HR
Karkotis||SU1051|1.00|LHER
Karkotis||SU1051|3.00|LR
Karkotis||SU1051|1.00|OTTMODII
Karkotis||SU1051|1.00|RM
Karkotis||SU1051|5.00|ROM
Karkotis||SU1052|4.00|HIS
Karkotis|TS09|SU1053|1.00|BA
Karkotis|TS09|SU1053|7.00|GAC
Karkotis|TS09|SU1053|10.00|HA
Karkotis|TS09|SU1053|28.00|HIS
Karkotis|TS09|SU1053|1.00|HR
Karkotis|TS09|SU1053|2.00|LR
Karkotis|TS09|SU1053|6.00|MM
Karkotis|TS09|SU1053|6.00|MOD
Karkotis|TS09|SU1053|13.00|OTTMODII
Karkotis|TS09|SU1053|2.00|PeB
Karkotis|TS09|SU1054|7.00|GAC
Karkotis|TS09|SU1054|29.00|HA
Karkotis|TS09|SU1054|3.00|HEL
Karkotis|TS09|SU1054|18.00|HIS
Karkotis|TS09|SU1054|1.00|LHER
Karkotis|TS09|SU1054|2.00|LR
Karkotis|TS09|SU1054|1.00|MEDVOTT
Karkotis|TS09|SU1054|3.00|MM
Karkotis|TS09|SU1054|6.00|MOD
Karkotis|TS09|SU1054|20.00|OTTMODII
Karkotis|TS09|SU1054|3.00|PeB
Karkotis|TS09|SU1054|30.00|RM
Karkotis|TS09|SU1054|11.00|ROM
Karkotis|TS09|SU1055|6.00|GAC
Karkotis|TS09|SU1055|11.00|HA
Karkotis|TS09|SU1055|30.00|HIS
Karkotis|TS09|SU1055|3.00|HR
Karkotis|TS09|SU1055|1.00|MEDVOTT
Karkotis|TS09|SU1055|4.00|MOD
Karkotis|TS09|SU1055|9.00|OTTMODII
Karkotis|TS09|SU1055|3.00|PeB
Karkotis|TS09|SU1056|1.00|BA
Karkotis|TS09|SU1056|5.00|GAC
Karkotis|TS09|SU1056|15.00|HA
Karkotis|TS09|SU1056|15.00|HIS
Karkotis|TS09|SU1056|4.00|HR
Karkotis|TS09|SU1056|2.00|MM
Karkotis|TS09|SU1056|13.00|MOD
Karkotis|TS09|SU1056|3.00|OTTMODII
Karkotis|TS09|SU1056|3.00|PeB
Karkotis|TS09|SU1056|18.00|RM
Karkotis|TS09|SU1056|2.00|ROM
Karkotis|TS09|SU1057|1.00|BA
Karkotis|TS09|SU1057|7.00|GAC
Karkotis|TS09|SU1057|11.00|HA
Karkotis|TS09|SU1057|1.00|HEL
Karkotis|TS09|SU1057|40.00|HIS
Karkotis|TS09|SU1057|1.00|LHER
Karkotis|TS09|SU1057|1.00|MM
Karkotis|TS09|SU1057|7.00|MOD
Karkotis|TS09|SU1057|2.00|OTTMODII
Karkotis|TS09|SU1057|3.00|ROM
Karkotis|TS09|SU1058|1.00|BA
Karkotis|TS09|SU1058|2.00|GAC
Karkotis|TS09|SU1058|7.00|HA
Karkotis|TS09|SU1058|24.00|HIS
Karkotis|TS09|SU1058|3.00|HR
Karkotis|TS09|SU1058|1.00|MM
Karkotis|TS09|SU1058|2.00|MOD
Karkotis|TS09|SU1058|8.00|OTTMODII
Karkotis|TS09|SU1058|1.00|PoB
Karkotis|TS09|SU1058|21.00|RM
Karkotis|TS09|SU1058|1.00|ROM
Karkotis|TS09|SU1059|1.00|BA
Karkotis|TS09|SU1059|7.00|HA
Karkotis|TS09|SU1059|1.00|HEL
Karkotis|TS09|SU1059|22.00|HIS
Karkotis|TS09|SU1059|4.00|HR
Karkotis|TS09|SU1059|5.00|LHER
Karkotis|TS09|SU1059|1.00|OTTMODII
Karkotis|TS09|SU1059|1.00|PoB
Karkotis|TS09|SU1059|14.00|RM
Karkotis|TS09|SU1059|1.00|ROM
Karkotis|TS09|SU1060|1.00|CLH
Karkotis|TS09|SU1060|4.00|GAC
Karkotis|TS09|SU1060|8.00|HA
Karkotis|TS09|SU1060|2.00|HEL
Karkotis|TS09|SU1060|33.00|HIS
Karkotis|TS09|SU1060|1.00|HR
Karkotis|TS09|SU1060|1.00|LHER
Karkotis|TS09|SU1060|1.00|LR
Karkotis|TS09|SU1060|2.00|MOD
Karkotis|TS09|SU1060|1.00|MR
Karkotis|TS09|SU1060|4.00|OTTMODII
Karkotis|TS09|SU1060|6.00|ROM
Karkotis|TS09|SU1061|2.00|BA
Karkotis|TS09|SU1061|3.00|ER
Karkotis|TS09|SU1061|7.00|GA
Karkotis|TS09|SU1061|22.00|HA
Karkotis|TS09|SU1061|3.00|HEL
Karkotis|TS09|SU1061|51.00|HIS
Karkotis|TS09|SU1061|5.00|HR
Karkotis|TS09|SU1061|3.00|LR
Karkotis|TS09|SU1061|2.00|MM
Karkotis|TS09|SU1061|4.00|MOD
Karkotis|TS09|SU1061|14.00|OTTMODII
Karkotis|TS09|SU1061|3.00|RM
Karkotis|TS09|SU1061|12.00|ROM
Karkotis|TS09|SU1061|1.00|UN
Karkotis|TS09|SU1062|2.00|ER
Karkotis|TS09|SU1062|6.00|GAC
Karkotis|TS09|SU1062|19.00|HA
Karkotis|TS09|SU1062|3.00|HEL
Karkotis|TS09|SU1062|28.00|HIS
Karkotis|TS09|SU1062|1.00|HR
Karkotis|TS09|SU1062|1.00|LHER
Karkotis|TS09|SU1062|1.00|MEDF
Karkotis|TS09|SU1062|3.00|MM
Karkotis|TS09|SU1062|2.00|MOD
Karkotis|TS09|SU1062|5.00|OTT
Karkotis|TS09|SU1062|15.00|OTTMODII
Karkotis|TS09|SU1062|20.00|RM
Karkotis|TS09|SU1062|8.00|ROM
Karkotis|TS09|SU1063|1.00|AC
Karkotis|TS09|SU1063|1.00|CL
Karkotis|TS09|SU1063|1.00|CLH
Karkotis|TS09|SU1063|1.00|ER
Karkotis|TS09|SU1063|1.00|GA
Karkotis|TS09|SU1063|4.00|GAC
Karkotis|TS09|SU1063|22.00|HA
Karkotis|TS09|SU1063|3.00|HEL
Karkotis|TS09|SU1063|35.00|HIS
Karkotis|TS09|SU1063|6.00|HR
Karkotis|TS09|SU1063|2.00|LHER
Karkotis|TS09|SU1063|4.00|LR
Karkotis|TS09|SU1063|2.00|MEDF
Karkotis|TS09|SU1063|2.00|MOD
Karkotis|TS09|SU1063|1.00|OTTMODI
Karkotis|TS09|SU1063|11.00|OTTMODII
Karkotis|TS09|SU1063|1.00|PoB
Karkotis|TS09|SU1063|38.00|RM
Karkotis|TS09|SU1063|8.00|ROM
Karkotis|TS09|SU1064|1.00|BA
Karkotis|TS09|SU1064|1.00|CLH
Karkotis|TS09|SU1064|3.00|ER
Karkotis|TS09|SU1064|6.00|GA
Karkotis|TS09|SU1064|1.00|GAC
Karkotis|TS09|SU1064|17.00|HA
Karkotis|TS09|SU1064|5.00|HEL
Karkotis|TS09|SU1064|27.00|HIS
Karkotis|TS09|SU1064|1.00|HR
Karkotis|TS09|SU1064|6.00|LHER
Karkotis|TS09|SU1064|3.00|LR
Karkotis|TS09|SU1064|1.00|MEDVOTT
Karkotis|TS09|SU1064|1.00|MOD
Karkotis|TS09|SU1064|1.00|OTTMODI
Karkotis|TS09|SU1064|5.00|OTTMODII
Karkotis|TS09|SU1064|54.00|RM
Karkotis|TS09|SU1064|12.00|ROM
Karkotis|TS09|SU1065|1.00|BA
Karkotis|TS09|SU1065|2.00|ER
Karkotis|TS09|SU1065|5.00|GAC
Karkotis|TS09|SU1065|30.00|HA
Karkotis|TS09|SU1065|4.00|HEL
Karkotis|TS09|SU1065|25.00|HIS
Karkotis|TS09|SU1065|4.00|LHER
Karkotis|TS09|SU1065|4.00|LR
Karkotis|TS09|SU1065|1.00|MEDF
Karkotis|TS09|SU1065|22.00|MM
Karkotis|TS09|SU1065|4.00|MOD
Karkotis|TS09|SU1065|10.00|OTTMODII
Karkotis|TS09|SU1065|8.00|RM
Karkotis|TS09|SU1065|6.00|ROM
Karkotis|TS09|SU1066|11.00|BA
Karkotis|TS09|SU1066|1.00|GA
Karkotis|TS09|SU1066|18.00|HA
Karkotis|TS09|SU1066|24.00|HIS
Karkotis|TS09|SU1066|2.00|MEDF
Karkotis|TS09|SU1066|7.00|MM
Karkotis|TS09|SU1066|10.00|OTTMODII
Karkotis|TS09|SU1066|20.00|PeB
Karkotis|TS09|SU1066|1.00|PoB
Karkotis|TS09|SU1066|14.00|RM
Karkotis|TS09|SU1066|1.00|ROM
Karkotis|TS09|SU1067|4.00|BA
Karkotis|TS09|SU1067|6.00|GAC
Karkotis|TS09|SU1067|27.00|HA
Karkotis|TS09|SU1067|32.00|HIS
Karkotis|TS09|SU1067|3.00|HR
Karkotis|TS09|SU1067|1.00|LHER
Karkotis|TS09|SU1067|2.00|MEDF
Karkotis|TS09|SU1067|1.00|MM
Karkotis|TS09|SU1067|9.00|OTTMODII
Karkotis|TS09|SU1067|1.00|PeB
Karkotis|TS09|SU1067|1.00|ROM
Karkotis|TS09|SU1067|5.00|UN
Karkotis|TS09|SU1068|1.00|BA
Karkotis|TS09|SU1068|1.00|GAC
Karkotis|TS09|SU1068|10.00|HA
Karkotis|TS09|SU1068|37.00|HIS
Karkotis|TS09|SU1068|1.00|LHER
Karkotis|TS09|SU1068|1.00|MED
Karkotis|TS09|SU1068|2.00|MEDF
Karkotis|TS09|SU1068|10.00|MM
Karkotis|TS09|SU1068|3.00|MOD
Karkotis|TS09|SU1068|3.00|OTT
Karkotis|TS09|SU1068|6.00|OTTMODII
Karkotis|TS09|SU1068|1.00|PeB
Karkotis|TS09|SU1068|4.00|ROM
Karkotis|TS09|SU1069|1.00|ER
Karkotis|TS09|SU1069|9.00|HA
Karkotis|TS09|SU1069|27.00|HIS
Karkotis|TS09|SU1069|2.00|HR
Karkotis|TS09|SU1069|5.00|OTTMODII
Karkotis|TS09|SU1069|2.00|ROM
Karkotis|TS09|SU1070|1.00|GA
Karkotis|TS09|SU1070|10.00|HA
Karkotis|TS09|SU1070|1.00|HEL
Karkotis|TS09|SU1070|48.00|HIS
Karkotis|TS09|SU1070|2.00|HR
Karkotis|TS09|SU1070|1.00|LR
Karkotis|TS09|SU1070|1.00|MEDF
Karkotis|TS09|SU1070|2.00|MEDVOTT
Karkotis|TS09|SU1070|1.00|MM
Karkotis|TS09|SU1070|1.00|MOD
Karkotis|TS09|SU1070|3.00|OTTMODII
Karkotis|TS09|SU1070|1.00|PeB
Karkotis|TS09|SU1070|8.00|ROM
Karkotis|TS09|SU1071|1.00|BA
Karkotis|TS09|SU1071|15.00|HA
Karkotis|TS09|SU1071|1.00|HEL
Karkotis|TS09|SU1071|15.00|HIS
Karkotis|TS09|SU1071|1.00|HR
Karkotis|TS09|SU1071|3.00|MOD
Karkotis|TS09|SU1071|8.00|OTTMODII
Karkotis|TS09|SU1071|2.00|PeB
Karkotis|TS09|SU1071|13.00|RM
Karkotis|TS09|SU1071|1.00|ROM
Karkotis|TS13|SU1072|1.00|CLH
Karkotis|TS13|SU1072|1.00|ER
Karkotis|TS13|SU1072|1.00|GAC
Karkotis|TS13|SU1072|18.00|HA
Karkotis|TS13|SU1072|42.00|HIS
Karkotis|TS13|SU1072|9.00|HR
Karkotis|TS13|SU1072|3.00|LHER
Karkotis|TS13|SU1072|1.00|MR
Karkotis|TS13|SU1072|1.00|OTTMODII
Karkotis|TS13|SU1072|1.00|RM
Karkotis|TS13|SU1072|8.00|ROM
Karkotis|TS13|SU1073|1.00|CLH
Karkotis|TS13|SU1073|1.00|ER
Karkotis|TS13|SU1073|14.00|HA
Karkotis|TS13|SU1073|8.00|HEL
Karkotis|TS13|SU1073|36.00|HIS
Karkotis|TS13|SU1073|1.00|HR
Karkotis|TS13|SU1073|1.00|LH
Karkotis|TS13|SU1073|3.00|LHER
Karkotis|TS13|SU1073|6.00|LR
Karkotis|TS13|SU1073|2.00|OTTMODII
Karkotis|TS13|SU1073|1.00|RM
Karkotis|TS13|SU1073|3.00|ROM
Karkotis|TS13|SU1073|1.00|UN
Karkotis|TS13|SU1074|8.00|ER
Karkotis|TS13|SU1074|10.00|HA
Karkotis|TS13|SU1074|32.00|HIS
Karkotis|TS13|SU1074|3.00|HR
Karkotis|TS13|SU1074|4.00|LHER
Karkotis|TS13|SU1074|3.00|LR
Karkotis|TS13|SU1074|1.00|MOD
Karkotis|TS13|SU1074|1.00|RM
Karkotis|TS13|SU1074|1.00|UN
Karkotis|TS13|SU1075|1.00|CLH
Karkotis|TS13|SU1075|2.00|ER
Karkotis|TS13|SU1075|16.00|HA
Karkotis|TS13|SU1075|4.00|HEL
Karkotis|TS13|SU1075|21.00|HIS
Karkotis|TS13|SU1075|1.00|HR
Karkotis|TS13|SU1075|7.00|LHER
Karkotis|TS13|SU1075|5.00|LR
Karkotis|TS13|SU1075|5.00|OTTMODII
Karkotis|TS13|SU1075|2.00|PeB
Karkotis|TS13|SU1075|14.00|RM
Karkotis|TS13|SU1075|4.00|ROM
Karkotis|TS13|SU1076|1.00|ER
Karkotis|TS13|SU1076|1.00|GAC
Karkotis|TS13|SU1076|12.00|HA
Karkotis|TS13|SU1076|2.00|HEL
Karkotis|TS13|SU1076|32.00|HIS
Karkotis|TS13|SU1076|6.00|HR
Karkotis|TS13|SU1076|2.00|LHER
Karkotis|TS13|SU1076|2.00|LR
Karkotis|TS13|SU1076|2.00|MOD
Karkotis|TS13|SU1076|3.00|OTTMODII
Karkotis|TS13|SU1076|15.00|ROM
Karkotis|TS13|SU1077|11.00|HA
Karkotis|TS13|SU1077|1.00|HEL
Karkotis|TS13|SU1077|12.00|HIS
Karkotis|TS13|SU1077|2.00|HR
Karkotis|TS13|SU1077|2.00|LR
Karkotis|TS13|SU1077|1.00|MEDB
Karkotis|TS13|SU1077|1.00|MM
Karkotis|TS13|SU1077|1.00|MOD
Karkotis|TS13|SU1077|3.00|OTTMODII
Karkotis|TS13|SU1077|3.00|RM
Karkotis|TS13|SU1077|6.00|ROM
Karkotis|TS13|SU1078|1.00|ER
Karkotis|TS13|SU1078|8.00|HA
Karkotis|TS13|SU1078|8.00|HIS
Karkotis|TS13|SU1078|1.00|HR
Karkotis|TS13|SU1078|5.00|OTTMODII
Karkotis|TS13|SU1078|2.00|ROM
Karkotis|TS09|SU1079|2.00|ER
Karkotis|TS09|SU1079|4.00|GAC
Karkotis|TS09|SU1079|23.00|HA
Karkotis|TS09|SU1079|1.00|HEL
Karkotis|TS09|SU1079|29.00|HIS
Karkotis|TS09|SU1079|2.00|HR
Karkotis|TS09|SU1079|1.00|MM
Karkotis|TS09|SU1079|2.00|MOD
Karkotis|TS09|SU1079|3.00|OTTMODII
Karkotis|TS09|SU1079|4.00|PeB
Karkotis|TS09|SU1079|2.00|PoB
Karkotis|TS09|SU1079|10.00|ROM
Karkotis|TS09|SU1080|1.00|ER
Karkotis|TS09|SU1080|1.00|GAC
Karkotis|TS09|SU1080|13.00|HA
Karkotis|TS09|SU1080|1.00|HEL
Karkotis|TS09|SU1080|32.00|HIS
Karkotis|TS09|SU1080|2.00|LHER
Karkotis|TS09|SU1080|1.00|MOD
Karkotis|TS09|SU1081|1.00|ER
Karkotis|TS09|SU1081|1.00|GAC
Karkotis|TS09|SU1081|5.00|HA
Karkotis|TS09|SU1081|10.00|HIS
Karkotis|TS09|SU1081|1.00|MOD
Karkotis|TS15|SU1082|3.00|GAC
Karkotis|TS15|SU1082|19.00|HA
Karkotis|TS15|SU1082|42.00|HIS
Karkotis|TS15|SU1082|1.00|HR
Karkotis|TS15|SU1082|1.00|LHER
Karkotis|TS15|SU1082|20.00|LR
Karkotis|TS15|SU1082|8.00|OTTMODII
Karkotis|TS15|SU1082|10.00|ROM
Karkotis|TS15|SU1083|2.00|GAC
Karkotis|TS15|SU1083|33.00|HA
Karkotis|TS15|SU1083|62.00|HIS
Karkotis|TS15|SU1083|15.00|HR
Karkotis|TS15|SU1083|19.00|LR
Karkotis|TS15|SU1083|14.00|OTTMODII
Karkotis|TS15|SU1083|20.00|ROM
Karkotis|TS15|SU1084|2.00|GAC
Karkotis|TS15|SU1084|4.00|HIS
Karkotis|TS15|SU1084|1.00|LHER
